drug	uniprot
DB03685 	 Q5KUI3
DB03685 	 P77398
DB03686 	 P09211
DB03687 	 P62619
DB03687 	 Q83LD8
DB03687 	 Q46893
DB03688 	 P13001
DB03690 	 Q00169
DB03691 	 P25779
DB03691 	 Q9UBX1
DB03692 	 P0A921
DB03693 	 P78368
DB03695 	 P00374
DB03696 	 P48449
DB03697 	 P00918
DB03698 	 P42593
DB03699 	 P56220
DB03700 	 P43133
DB03701 	 Q01959
DB03702 	 Q9UNI1
DB03703 	 P00325
DB03704 	 P11766
DB03705 	 Q81VW8
DB03706 	 Q03013
DB03707 	 P29474
DB03707 	 P29475
DB03708 	 Q5SKH7
DB03708 	 O43252
DB03709 	 P9WIQ1
DB03709 	 P00747
DB03709 	 P41052
DB03710 	 P29475
DB03711 	 Q8WX39
DB03712 	 P12931
DB03714 	 P18031
DB03716 	 Q70GK9
DB03717 	 P07986
DB03719 	 P14625
DB03721 	 P42216
DB03721 	 Q64822
DB03721 	 Q9BZZ2
DB03721 	 P25311
DB03721 	 P49302
DB03721 	 Q64823
DB03721 	 P23141
DB03721 	 P04958
DB03721 	 P01556
DB03721 	 P10844
DB03721 	 P16109
DB03721 	 P11226
DB03721 	 P16581
DB03721 	 P05451
DB03721 	 Q04830
DB03721 	 P01552
DB03721 	 P03472
DB03721 	 P32884
DB03722 	 P09874
DB03723 	 Q9HU22
DB03723 	 P26392
DB03725 	 P35558
DB03726 	 P07998
DB03727 	 P06132
DB03728 	 Q8GN86
DB03729 	 P00749
DB03730 	 O25323
DB03731 	 P05089
DB03731 	 P78540
DB03732 	 Q10588
DB03733 	 P51698
DB03734 	 P0AES2
DB03735 	 P0ABP8
DB03736 	 P00797
DB03737 	 P24941
DB03738 	 Q96CD2
DB03739 	 P9WPX7
DB03740 	 Q9HYN5
DB03740 	 P05884
DB03740 	 P01857
DB03740 	 P12821
DB03740 	 P22303
DB03740 	 P04062
DB03740 	 O34928
DB03740 	 Q9Y286
DB03740 	 P32884
DB03741 	 P96965
DB03742 	 P03372
DB03745 	 O66496
DB03745 	 Q5SIR5
DB03746 	 P24670
DB03747 	 O85361
DB03747 	 P07686
DB03748 	 P33247
DB03749 	 P07900
DB03750 	 P96965
DB03750 	 P00509
DB03750 	 P42790
DB03751 	 Q8GIQ0
DB03751 	 P95780
DB03751 	 Q9HU22
DB03751 	 Q9ZGH3
DB03751 	 P26391
DB03752 	 P23219
DB03753 	 P23219
DB03754 	 P05067
DB03755 	 P15925
DB03756 	 Q07869
DB03756 	 P37231
DB03756 	 P19793
DB03756 	 P28702
DB03756 	 P48443
DB03756 	 P36956
DB03757 	 Q9UNI1
DB03758 	 P08238
DB03758 	 P14625
DB03758 	 P10515
DB03758 	 Q15120
DB03758 	 P0DM80
DB03759 	 P42262
DB03760 	 Q9WY54
DB03760 	 P23434
DB03760 	 P10515
DB03760 	 Q15120
DB03761 	 P0CI79
DB03761 	 P0A884
DB03761 	 P00469
DB03761 	 Q9WYT0
DB03763 	 Q9R5V5
DB03765 	 P07998
DB03766 	 P10724
DB03766 	 Q9NQX3
DB03766 	 P96965
DB03767 	 P25774
DB03768 	 P03369
DB03769 	 P23526
DB03771 	 P33247
DB03772 	 P16442
DB03773 	 P04746
DB03773 	 P30920
DB03773 	 P00692
DB03773 	 Q9ZB17
DB03773 	 P26827
DB03775 	 P12996
DB03775 	 P13000
DB03775 	 P9WPQ5
DB03777 	 P11309
DB03777 	 O15530
DB03777 	 P41743
DB03779 	 P14262
DB03780 	 P28720
DB03781 	 O00763
DB03782 	 P00749
DB03783 	 P23219
DB03784 	 P14555
DB03785 	 P13702
DB03787 	 P16932
DB03788 	 P10828
DB03790 	 P42321
DB03791 	 P55055
DB03792 	 P07998
DB03793 	 P14920
DB03793 	 O67987
DB03793 	 P96965
DB03793 	 O31168
DB03793 	 Q01234
DB03793 	 Q5PXQ6
DB03793 	 Q52546
DB03793 	 Q9L9D7
DB03793 	 P46059
DB03795 	 P31057
DB03796 	 P09466
DB03796 	 Q14541
DB03796 	 P83812
DB03796 	 P10632
DB03796 	 O43617
DB03796 	 Q9X1H9
DB03796 	 P08100
DB03796 	 P50897
DB03796 	 P02689
DB03796 	 P00709
DB03796 	 Q07869
DB03798 	 P08773
DB03798 	 P00469
DB03799 	 P0AE18
DB03799 	 P00959
DB03800 	 P13100
DB03800 	 P06968
DB03800 	 P00469
DB03800 	 P0A884
DB03800 	 P04818
DB03800 	 Q9WYT0
DB03800 	 P16088
DB03800 	 P9WNS5
DB03801 	 Q8VTT5
DB03801 	 P13661
DB03801 	 P81006
DB03801 	 Q45515
DB03801 	 Q70AC7
DB03801 	 P39377
DB03801 	 P0A1V8
DB03801 	 Q9HTQ2
DB03801 	 O25323
DB03801 	 Q7SIE9
DB03801 	 Q9WYE2
DB03801 	 P14489
DB03801 	 P14900
DB03801 	 P10724
DB03801 	 P22188
DB03801 	 P0A433
DB03801 	 P15925
DB03801 	 P05020
DB03801 	 P24941
DB03802 	 P03372
DB03803 	 P03366
DB03804 	 P03176
DB03807 	 Q07343
DB03808 	 P0A0N5
DB03808 	 P0A0N4
DB03809 	 P07900
DB03811 	 P06988
DB03811 	 P60906
DB03812 	 P9WHE9
DB03813 	 P0A6Q5
DB03813 	 P0A6Q3
DB03814 	 P22303
DB03814 	 P17169
DB03814 	 P22906
DB03814 	 P25006
DB03814 	 P28845
DB03814 	 P0ACC7
DB03814 	 Q01770
DB03814 	 P00861
DB03814 	 P31434
DB03814 	 Q9ZAG3
DB03814 	 P49424
DB03814 	 P15291
DB03814 	 P00521
DB03814 	 P0AEG6
DB03814 	 P0A9B2
DB03814 	 P20932
DB03814 	 O68601
DB03814 	 P0A6Y5
DB03814 	 P76270
DB03814 	 Q88H32
DB03814 	 P09417
DB03814 	 P04424
DB03814 	 P0A8D6
DB03814 	 P36405
DB03814 	 P52664
DB03814 	 P45314
DB03814 	 Q9Y468
DB03814 	 P06276
DB03814 	 P54548
DB03814 	 P30041
DB03814 	 Q9X9L0
DB03814 	 Q9X5N2
DB03814 	 Q8IWL2
DB03814 	 P60355
DB03814 	 Q84FH6
DB03814 	 Q9FCA6
DB03814 	 Q6NXR0
DB03814 	 P23946
DB03814 	 P09211
DB03815 	 P69923
DB03816 	 P00959
DB03817 	 P12488
DB03818 	 P0A884
DB03820 	 P15555
DB03821 	 P15289
DB03822 	 P0A433
DB03822 	 P06276
DB03824 	 P11086
DB03825 	 P0A0N5
DB03825 	 P31224
DB03827 	 P09598
DB03828 	 P12931
DB03830 	 P08192
DB03832 	 Q9UKG9
DB03833 	 O32449
DB03834 	 P0AD63
DB03835 	 P11217
DB03836 	 P00183
DB03837 	 P25774
DB03840 	 P00282
DB03841 	 P47989
DB03842 	 P00720
DB03843 	 P15555
DB03844 	 P00918
DB03845 	 P23919
DB03846 	 P9WKE1
DB03847 	 P00734
DB03847 	 P02818
DB03847 	 P00742
DB03848 	 P55055
DB03849 	 Q08499
DB03849 	 Q07343
DB03850 	 P68133
DB03854 	 Q46893
DB03855 	 P39304
DB03856 	 P11926
DB03857 	 P37698
DB03859 	 P37700
DB03860 	 Q92731
DB03861 	 P07686
DB03861 	 Q9Y691
DB03862 	 O85465
DB03862 	 Q08638
DB03863 	 Q59288
DB03863 	 Q46079
DB03864 	 P48147
DB03865 	 P00734
DB03865 	 P07477
DB03865 	 P00749
DB03865 	 P05981
DB03866 	 P35354
DB03867 	 P00390
DB03868 	 Q48255
DB03869 	 P0A8M5
DB03870 	 Q9XBQ3
DB03871 	 P00282
DB03874 	 P33247
DB03876 	 P07477
DB03876 	 P00749
DB03877 	 P00918
DB03878 	 P00521
DB03878 	 P00519
DB03879 	 P11226
DB03879 	 Q59288
DB03880 	 P22894
DB03880 	 P39900
DB03880 	 P51512
DB03880 	 Q9UKQ2
DB03880 	 Q9UNA0
DB03881 	 P00491
DB03881 	 Q8I3X4
DB03882 	 Q92731
DB03884 	 Q59771
DB03884 	 Q9UJM8
DB03884 	 P51852
DB03884 	 Q7NSZ5
DB03884 	 P39639
DB03884 	 A1A2B5
DB03886 	 P35270
DB03886 	 Q03393
DB03886 	 P00374
DB03887 	 Q05603
DB03888 	 P33247
DB03889 	 Q16775
DB03890 	 Q9UNI1
DB03891 	 P43235
DB03892 	 P29475
DB03893 	 P04406
DB03894 	 P27338
DB03895 	 P0A0N5
DB03896 	 P51003
DB03897 	 P31012
DB03897 	 P31013
DB03897 	 O67636
DB03899 	 P07900
DB03900 	 P07998
DB03900 	 P60174
DB03900 	 P50579
DB03900 	 P47228
DB03900 	 P0DP23
DB03901 	 P94690
DB03902 	 P12931
DB03903 	 P68133
DB03904 	 P05089
DB03904 	 P00918
DB03904 	 P35222
DB03904 	 Q8XB74
DB03904 	 P00378
DB03905 	 P56220
DB03906 	 P09601
DB03907 	 P21964
DB03908 	 P03366
DB03909 	 P15925
DB03909 	 Q56310
DB03909 	 P45066
DB03909 	 P46859
DB03909 	 P33221
DB03909 	 P06213
DB03909 	 O14983
DB03909 	 O00764
DB03909 	 P00558
DB03909 	 P9WI81
DB03909 	 P0A9J6
DB03909 	 Q8ZKR2
DB03909 	 Q9X278
DB03909 	 Q12756
DB03910 	 P29474
DB03911 	 P24300
DB03912 	 Q72K87
DB03912 	 P0A6I8
DB03912 	 Q9WZK0
DB03915 	 P0AB77
DB03916 	 Q83QN9
DB03916 	 P77173
DB03918 	 P29474
DB03919 	 P69178
DB03921 	 P36897
DB03923 	 Q86VU5
DB03924 	 P68400
DB03925 	 P08246
DB03925 	 Q9UNI1
DB03927 	 P15555
DB03928 	 P32929
DB03929 	 P23415
DB03929 	 Q05586
DB03929 	 P29508
DB03929 	 P36275
DB03931 	 Q84424
DB03932 	 P20701
DB03933 	 Q06110
DB03934 	 P99999
DB03935 	 P09038
DB03935 	 P08758
DB03936 	 P0A716
DB03937 	 O66496
DB03937 	 P06744
DB03937 	 Q9WYH8
DB03938 	 P18548
DB03939 	 P25524
DB03940 	 Q27743
DB03940 	 P16115
DB03940 	 P00338
DB03940 	 P07195
DB03940 	 P09373
DB03940 	 P30901
DB03942 	 P0AG16
DB03942 	 P37551
DB03942 	 P0A9M5
DB03944 	 P63316
DB03945 	 P02741
DB03945 	 Q96BH3
DB03945 	 P0A076
DB03947 	 P24300
DB03948 	 P20839
DB03948 	 P12268
DB03949 	 P43133
DB03950 	 P00918
DB03951 	 P46926
DB03951 	 P0A759
DB03952 	 P0ABP8
DB03953 	 P35228
DB03955 	 Q16706
DB03956 	 P51178
DB03957 	 P60568
DB03958 	 Q96C86
DB03958 	 P0CK31
DB03959 	 P09038
DB03959 	 P05230
DB03959 	 Q9Y663
DB03959 	 P14210
DB03959 	 P68638
DB03959 	 P08758
DB03961 	 P62619
DB03962 	 P52209
DB03963 	 O60603
DB03963 	 P16753
DB03963 	 P12497
DB03963 	 P29474
DB03963 	 Q9Y678
DB03963 	 P03300
DB03963 	 Q13426
DB03963 	 P0A745
DB03964 	 Q99798
DB03966 	 P0AES6
DB03967 	 P61626
DB03967 	 P37001
DB03968 	 P00797
DB03970 	 P05364
DB03970 	 P0AD63
DB03970 	 P0AD64
DB03971 	 P19531
DB03971 	 P04746
DB03973 	 P9WHE9
DB03974 	 P29474
DB03975 	 P69488
DB03975 	 P00918
DB03976 	 P03234
DB03976 	 P07477
DB03976 	 P07478
DB03976 	 P17538
DB03977 	 P99999
DB03977 	 P0DP23
DB03978 	 P83453
DB03978 	 P42790
DB03978 	 P54577
DB03978 	 Q5UPJ7
DB03979 	 P39662
DB03980 	 Q16539
DB03981 	 P08758
DB03981 	 P09038
DB03981 	 Q9Y663
DB03982 	 P18031
DB03983 	 P51687
DB03984 	 P25774
DB03986 	 P0ABP8
DB03987 	 P16184
DB03987 	 P00374
DB03988 	 P18509
DB03989 	 P39265
DB03991 	 P12564
DB03991 	 Q02834
DB03991 	 P03472
DB03991 	 P32884
DB03991 	 Q9Y3R4
DB03993 	 P0AB80
DB03994 	 Q9RP17
DB03994 	 P12429
DB03995 	 Q08751
DB03995 	 P0AEX9
DB03995 	 O69007
DB03996 	 P52732
DB03997 	 P06986
DB03997 	 Q9X0D0
DB03999 	 P25275
DB04000 	 P42262
DB04001 	 P18031
DB04002 	 P00918
DB04003 	 P06239
DB04004 	 P28720
DB04005 	 Q9BZX2
DB04005 	 P26662
DB04005 	 P26663
DB04006 	 P24941
DB04007 	 P9WNX1
DB04008 	 P07477
DB04009 	 P00167
DB04010 	 P09874
DB04012 	 P62942
DB04013 	 P11217
DB04014 	 Q00535
DB04014 	 P06493
DB04014 	 P49841
DB04015 	 P00959
DB04015 	 P0AE18
DB04016 	 P08311
DB04016 	 P23946
DB04017 	 P21397
DB04018 	 P29474
DB04020 	 Q92731
DB04021 	 P22303
DB04022 	 P42085
DB04022 	 P20964
DB04023 	 P11759
DB04024 	 P0A8M5
DB04027 	 P06732
DB04028 	 P12528
DB04029 	 P08617
DB04029 	 P13901
DB04029 	 Q9LCC8
DB04030 	 P0AEK4
DB04031 	 P00634
DB04032 	 P00183
DB04033 	 Q9X5N2
DB04034 	 P39304
DB04035 	 Q939N4
DB04035 	 P00811
DB04035 	 P62593
DB04036 	 P26440
DB04037 	 P62594
DB04037 	 P62593
DB04039 	 P06971
DB04039 	 P06129
DB04039 	 P00646
DB04040 	 P32890
DB04041 	 P07944
DB04042 	 P03366
DB04043 	 P80188
DB04044 	 P11217
DB04045 	 Q8GBW6
DB04047 	 Q81VW8
DB04047 	 P26281
DB04048 	 P32119
DB04050 	 P02144
DB04051 	 P95468
DB04052 	 Q05603
DB04053 	 P52197
DB04054 	 P07900
DB04055 	 P11217
DB04057 	 P31939
DB04058 	 P60327
DB04058 	 P15085
DB04059 	 P00749
DB04062 	 P0A9E0
DB04062 	 P02924
DB04063 	 P0AB80
DB04064 	 Q9RN59
DB04065 	 P07327
DB04066 	 Q9X2W8
DB04066 	 P16113
DB04066 	 Q14914
DB04066 	 Q3IWB0
DB04067 	 Q04416
DB04067 	 P56653
DB04068 	 P15531
DB04069 	 P53355
DB04070 	 Q00441
DB04071 	 P00326
DB04072 	 Q99798
DB04073 	 P01556
DB04074 	 Q9JZW6
DB04074 	 P18548
DB04074 	 P9WQB3
DB04074 	 O15382
DB04075 	 P0A6C8
DB04075 	 Q9HTN2
DB04076 	 P00491
DB04079 	 P02974
DB04079 	 P13036
DB04079 	 P08100
DB04080 	 P12931
DB04081 	 P00918
DB04082 	 P0A808
DB04082 	 P0A805
DB04083 	 P83786
DB04083 	 Q9X266
DB04083 	 P13254
DB04083 	 P00935
DB04083 	 P33447
DB04083 	 Q16773
DB04083 	 P11926
DB04083 	 P12995
DB04083 	 P11217
DB04083 	 P21549
DB04083 	 P00509
DB04084 	 P49424
DB04085 	 P00282
DB04086 	 O85465
DB04087 	 Q5SJ28
DB04087 	 P0A6L0
DB04088 	 P18031
DB04089 	 P00918
DB04090 	 P15559
DB04092 	 P15034
DB04094 	 P62942
DB04095 	 P9WP01
DB04097 	 P09147
DB04098 	 P17612
DB04099 	 P08164
DB04099 	 Q9HAN9
DB04099 	 P54455
DB04099 	 Q96T66
DB04099 	 O25096
DB04099 	 P18843
DB04100 	 P00282
DB04101 	 P24941
DB04103 	 P07617
DB04104 	 P05100
DB04105 	 P00325
DB04106 	 Q16881
DB04107 	 P07477
DB04108 	 P50579
DB04109 	 P35030
DB04112 	 P14555
DB04113 	 P00326
DB04114 	 P22303
DB04115 	 P0A0N5
DB04115 	 O15392
DB04116 	 P00722
DB04117 	 P30084
DB04119 	 Q9UQM7
DB04119 	 P22314
DB04120 	 Q05603
DB04120 	 P07773
DB04121 	 P84077
DB04122 	 P11411
DB04123 	 P05364
DB04124 	 P60339
DB04125 	 P07477
DB04126 	 P07858
DB04126 	 P09668
DB04127 	 P0A7Z3
DB04128 	 O66529
DB04129 	 P42262
DB04130 	 Q05603
DB04131 	 Q54528
DB04132 	 Q04760
DB04132 	 Q03013
DB04132 	 P09211
DB04132 	 Q8MU52
DB04132 	 P08263
DB04132 	 P0CG29
DB04133 	 P00807
DB04133 	 Q8XJ01
DB04135 	 P25524
DB04136 	 P00734
DB04137 	 P20339
DB04137 	 P38424
DB04137 	 P11124
DB04137 	 Q9NWZ5
DB04137 	 P01112
DB04137 	 P26663
DB04137 	 P61587
DB04137 	 P19711
DB04137 	 Q15382
DB04137 	 P0A6T8
DB04137 	 P16118
DB04137 	 Q84424
DB04137 	 P03300
DB04137 	 P84077
DB04137 	 P32173
DB04137 	 P43099
DB04137 	 P00367
DB04137 	 Q8N142
DB04137 	 P10114
DB04138 	 P38489
DB04139 	 P03176
DB04140 	 P08254
DB04141 	 P16442
DB04141 	 P08574
DB04141 	 P00156
DB04141 	 P31930
DB04141 	 P22695
DB04141 	 P07919
DB04141 	 O14949
DB04141 	 P47985
DB04141 	 P14927
DB04141 	 Q9UDW1
DB04141 	 P31040
DB04141 	 P21912
DB04141 	 O14521
DB04141 	 Q16134
DB04141 	 Q99643
DB04142 	 P18031
DB04143 	 P00929
DB04143 	 P0A2K1
DB04144 	 Q00987
DB04147 	 P13036
DB04147 	 P10384
DB04147 	 P37001
DB04147 	 P27338
DB04147 	 P0AGG2
DB04147 	 P0C0Y8
DB04147 	 P0C0Y9
DB04147 	 P0C0Y7
DB04147 	 P98002
DB04147 	 P08306
DB04147 	 P01593
DB04147 	 P01764
DB04147 	 P07173
DB04147 	 P06008
DB04147 	 P06009
DB04147 	 P06010
DB04147 	 Q93RD8
DB04147 	 P60981
DB04147 	 P08100
DB04147 	 P0C0X8
DB04147 	 Q14494
DB04147 	 P33247
DB04147 	 P06129
DB04147 	 P00646
DB04147 	 P42512
DB04147 	 P02689
DB04147 	 P0A915
DB04147 	 P26789
DB04147 	 P26790
DB04147 	 P02929
DB04147 	 P17315
DB04147 	 P06716
DB04147 	 P23528
DB04147 	 P09391
DB04147 	 P76045
DB04147 	 P07110
DB04147 	 P69856
DB04147 	 Q3J170
DB04147 	 Q3J1A5
DB04147 	 Q3J1A6
DB04147 	 Q5RT80
DB04147 	 Q98GN8
DB04147 	 P69681
DB04147 	 A0A0H2WWQ9
DB04147 	 Q02127
DB04147 	 Q46704
DB04147 	 Q46705
DB04147 	 Q46702
DB04147 	 Q4KH25
DB04149 	 Q07343
DB04149 	 Q08499
DB04150 	 P19021
DB04151 	 P68133
DB04152 	 P42262
DB04153 	 P11766
DB04154 	 Q83QN9
DB04154 	 P77173
DB04155 	 P00722
DB04156 	 Q9GZU7
DB04156 	 P75792
DB04156 	 P0AE67
DB04157 	 P11797
DB04158 	 P26281
DB04160 	 P22939
DB04162 	 P61713
DB04162 	 P11998
DB04163 	 P22906
DB04163 	 Q86XF0
DB04164 	 P29957
DB04165 	 Q9ZAG3
DB04166 	 Q96RQ9
DB04166 	 P14920
DB04167 	 Q9RYA6
DB04168 	 P56740
DB04169 	 P28720
DB04170 	 Q46822
DB04172 	 P00749
DB04173 	 P02943
DB04174 	 P33038
DB04175 	 P09467
DB04176 	 Q05603
DB04178 	 P17213
DB04178 	 P12235
DB04179 	 P00720
DB04180 	 P00918
DB04182 	 O34667
DB04183 	 Q8GBW6
DB04185 	 P00480
DB04185 	 P50440
DB04186 	 P24941
DB04187 	 P09488
DB04188 	 Q9NWM0
DB04190 	 P03366
DB04191 	 P05896
DB04194 	 P61626
DB04195 	 P11217
DB04196 	 Q81VW8
DB04197 	 P05089
DB04198 	 Q27796
DB04198 	 P0ABP8
DB04199 	 P0A1X3
DB04199 	 P0A1X2
DB04199 	 Q7DB61
DB04200 	 Q6PKH6
DB04201 	 P60906
DB04201 	 P56194
DB04203 	 P00918
DB04204 	 P18031
DB04205 	 P06612
DB04205 	 P00644
DB04206 	 P03706
DB04207 	 Q9UDR5
DB04208 	 P95468
DB04209 	 P31224
DB04209 	 P98170
DB04209 	 P29973
DB04209 	 Q12791
DB04209 	 P0A0N4
DB04210 	 P01556
DB04212 	 Q00740
DB04213 	 P34913
DB04214 	 P24666
DB04214 	 Q9BVJ7
DB04215 	 P07477
DB04216 	 P08631
DB04216 	 P48736
DB04216 	 Q6NUS8
DB04216 	 P25705
DB04216 	 P06576
DB04216 	 P36542
DB04216 	 P11309
DB04216 	 Q9AIU0
DB04216 	 Q6NVY1
DB04216 	 Q5G940
DB04216 	 O94768
DB04216 	 P03372
DB04216 	 Q92731
DB04216 	 P16083
DB04216 	 P35869
DB04216 	 Q16678
DB04216 	 P60709
DB04216 	 P68400
DB04216 	 P67870
DB04216 	 O00303
DB04216 	 P07900
DB04216 	 P54652
DB04216 	 Q9Y230
DB04216 	 Q15393
DB04216 	 P22314
DB04216 	 P04278
DB04216 	 P16152
DB04216 	 P17676
DB04216 	 O75469
DB04217 	 P32929
DB04217 	 P77444
DB04218 	 P00813
DB04220 	 P06971
DB04221 	 P9WPB5
DB04223 	 P29474
DB04223 	 P29475
DB04224 	 P02689
DB04224 	 Q07869
DB04224 	 Q03181
DB04224 	 P19793
DB04224 	 P37231
DB04227 	 P03472
DB04229 	 P04377
DB04230 	 O75390
DB04231 	 P00282
DB04232 	 P08254
DB04233 	 P0A917
DB04233 	 P0A910
DB04233 	 P39767
DB04233 	 P02931
DB04233 	 P10384
DB04233 	 P33247
DB04233 	 P06129
DB04233 	 P04118
DB04233 	 P16233
DB04233 	 P08100
DB04233 	 P74334
DB04233 	 P76045
DB04233 	 P0A915
DB04233 	 Q48152
DB04233 	 P05695
DB04233 	 P32722
DB04233 	 P31243
DB04233 	 Q9HUR5
DB04233 	 P07110
DB04233 	 Q9K597
DB04233 	 Q9RBW8
DB04233 	 A5W4F4
DB04233 	 Q9HVJ6
DB04233 	 Q72JD8
DB04233 	 O33407
DB04234 	 P43235
DB04235 	 P80404
DB04237 	 P04745
DB04237 	 O67987
DB04237 	 P00778
DB04238 	 P07477
DB04239 	 P28720
DB04241 	 P16932
DB04242 	 Q04416
DB04242 	 P20586
DB04242 	 P26602
DB04242 	 P00438
DB04243 	 P0AGE0
DB04244 	 P43235
DB04246 	 P07477
DB04248 	 Q65CX5
DB04249 	 P99999
DB04250 	 P06276
DB04252 	 P05020
DB04253 	 P38489
DB04253 	 P16083
DB04254 	 P07900
DB04255 	 P03366
DB04256 	 Q13255
DB04257 	 O31440
DB04257 	 P14779
DB04257 	 O67648
DB04258 	 P11473
DB04260 	 P00491
DB04261 	 P00808
DB04262 	 O66529
DB04263 	 P11926
DB04264 	 P08179
DB04265 	 Q02834
DB04265 	 Q04830
DB04265 	 P12564
DB04265 	 P04958
DB04267 	 P04036
DB04267 	 P9WP23
DB04268 	 P61626
DB04269 	 P07477
DB04270 	 P37231
DB04271 	 Q08499
DB04272 	 P05042
DB04272 	 Q9X0N8
DB04272 	 Q96RQ9
DB04272 	 Q9GZU7
DB04272 	 P83787
DB04272 	 O14964
DB04272 	 P11922
DB04272 	 P13299
DB04272 	 P10930
DB04272 	 P40926
DB04272 	 Q2QJL3
DB04272 	 P38516
DB04272 	 P15086
DB04272 	 P03277
DB04272 	 Q9WZW1
DB04272 	 O33833
DB04272 	 A0A384KMD8
DB04272 	 Q9LCX9
DB04272 	 P46849
DB04272 	 P62312
DB04272 	 Q9HB21
DB04272 	 P21408
DB04272 	 Q9WZ40
DB04272 	 P0A753
DB04272 	 Q9X286
DB04272 	 P07360
DB04272 	 Q9CBQ2
DB04272 	 P9WN39
DB04272 	 O34002
DB04272 	 Q9GV41
DB04272 	 P07741
DB04272 	 Q9HU22
DB04272 	 P04190
DB04272 	 Q81F54
DB04272 	 P33644
DB04272 	 P44725
DB04272 	 P04079
DB04272 	 P15121
DB04272 	 Q9BY32
DB04272 	 O75390
DB04272 	 Q37875
DB04272 	 Q9X1F0
DB04272 	 P32427
DB04272 	 P12931
DB04272 	 P06672
DB04272 	 P07998
DB04272 	 P39126
DB04272 	 P12724
DB04272 	 P00808
DB04272 	 C7C422
DB04273 	 P11086
DB04275 	 P35270
DB04276 	 A0A0H3JWX6
DB04276 	 P07384
DB04277 	 O35000
DB04278 	 P60568
DB04279 	 Q56268
DB04279 	 P08200
DB04280 	 P16006
DB04281 	 Q02127
DB04282 	 Q54331
DB04282 	 P22073
DB04282 	 P09848
DB04282 	 P07986
DB04284 	 P0AFM2
DB04285 	 P18031
DB04286 	 P02925
DB04286 	 P36946
DB04287 	 P14555
DB04288 	 P24941
DB04289 	 P9WGR1
DB04293 	 P00811
DB04294 	 P9WJJ7
DB04295 	 P11217
DB04296 	 P0AG16
DB04297 	 Q9BY41
DB04297 	 O67135
DB04297 	 Q8WUI4
DB04298 	 P26663
DB04299 	 P17174
DB04299 	 P00509
DB04299 	 P28593
DB04299 	 Q56232
DB04299 	 P95468
DB04301 	 P07477
DB04302 	 P0A953
DB04302 	 P9WQD9
DB04303 	 O68541
DB04303 	 Q8VVD2
DB04304 	 P22073
DB04306 	 P22906
DB04306 	 Q86XF0
DB04307 	 P27338
DB04310 	 O31410
DB04310 	 Q8NX78
DB04310 	 Q9I7A8
DB04310 	 P0A6K3
DB04310 	 P68826
DB04310 	 Q93LE9
DB04310 	 Q819U0
DB04310 	 Q819K2
DB04310 	 Q82ZJ0
DB04310 	 P68771
DB04310 	 Q9HBH1
DB04311 	 P07477
DB04312 	 P00326
DB04314 	 P07617
DB04315 	 Q8N142
DB04315 	 P13551
DB04315 	 P49411
DB04315 	 Q9X1F8
DB04315 	 P32056
DB04315 	 P38424
DB04315 	 P41091
DB04315 	 P63096
DB04315 	 O07347
DB04315 	 P11488
DB04315 	 P60339
DB04315 	 P51151
DB04315 	 P15531
DB04315 	 Q15382
DB04315 	 P60953
DB04315 	 Q83JC4
DB04315 	 P84077
DB04315 	 P13639
DB04315 	 Q54089
DB04315 	 P10114
DB04315 	 Q7Z2Z2
DB04315 	 P40616
DB04315 	 P62826
DB04315 	 P51149
DB04315 	 Q6NXR0
DB04315 	 P15170
DB04315 	 P20339
DB04315 	 P01112
DB04315 	 P68104
DB04315 	 P61586
DB04315 	 P18085
DB04315 	 P21980
DB04315 	 O60547
DB04315 	 P62491
DB04315 	 P11233
DB04315 	 P0A7D4
DB04315 	 Q01698
DB04315 	 Q96KC2
DB04315 	 P9WN95
DB04315 	 Q08188
DB04315 	 Q26000
DB04315 	 Q92930
DB04315 	 P62330
DB04315 	 P36405
DB04315 	 P22392
DB04315 	 Q51366
DB04315 	 P63000
DB04315 	 Q9X242
DB04315 	 Q9Y6B6
DB04315 	 Q9U8D3
DB04315 	 Q9Y689
DB04316 	 P15085
DB04317 	 P00864
DB04318 	 P24347
DB04320 	 P51698
DB04322 	 P11586
DB04324 	 P50579
DB04324 	 P53582
DB04325 	 P46883
DB04325 	 P07478
DB04325 	 P07477
DB04326 	 P04075
DB04326 	 P60174
DB04326 	 P05062
DB04326 	 P0AB87
DB04327 	 Q8YSC4
DB04327 	 Q9UNN8
DB04327 	 P60484
DB04328 	 P0A6D3
DB04328 	 Q9S400
DB04330 	 P04015
DB04331 	 P52732
DB04334 	 Q16853
DB04334 	 P46883
DB04334 	 P46881
DB04335 	 Q9GPQ4
DB04335 	 P00491
DB04335 	 P0ABP8
DB04336 	 P07477
DB04337 	 P02144
DB04338 	 Q16539
DB04338 	 P28482
DB04339 	 P09211
DB04340 	 P15555
DB04342 	 P14489
DB04343 	 P37330
DB04343 	 P9WKK7
DB04343 	 P9WK17
DB04343 	 P9WGY3
DB04345 	 Q9WZW1
DB04345 	 P30043
DB04346 	 Q8Z2X8
DB04347 	 Q6GII7
DB04347 	 P15474
DB04348 	 P19835
DB04348 	 Q96RI1
DB04348 	 P51161
DB04349 	 P39126
DB04349 	 O07015
DB04350 	 Q873X9
DB04350 	 Q13231
DB04351 	 Q99798
DB04351 	 P36683
DB04352 	 P36946
DB04352 	 Q9BW91
DB04353 	 P12499
DB04356 	 P00492
DB04359 	 O31156
